BudgetBookVersion	Ministry	HeadNumber	HeadName	BudgetYear	DataVersion	DataValue
2024	MINISTRY OF PUBLIC WORKS	68	PARKS	2023	ORIGINAL	9726
2024	MINISTRY OF PUBLIC WORKS	68	PARKS	2023	REVISED	8267
2024	MINISTRY OF PUBLIC WORKS	68	PARKS	2024	ESTIMATE	10269
2024	MINISTRY OF PUBLIC WORKS	81	PUBLIC LANDS & BUILDINGS	2022	ACTUAL	19618
2024	MINISTRY OF PUBLIC WORKS	81	PUBLIC LANDS & BUILDINGS	2023	ORIGINAL	21762
2024	MINISTRY OF PUBLIC WORKS	81	PUBLIC LANDS & BUILDINGS	2023	REVISED	22932
2024	MINISTRY OF PUBLIC WORKS	81	PUBLIC LANDS & BUILDINGS	2024	ESTIMATE	21766
2024	MINISTRY OF PUBLIC WORKS	82	WORKS & ENGINEERING	2022	ACTUAL	33308
2024	MINISTRY OF PUBLIC WORKS	82	WORKS & ENGINEERING	2023	ORIGINAL	31114
2024	MINISTRY OF PUBLIC WORKS	82	WORKS & ENGINEERING	2023	REVISED	31114
2024	MINISTRY OF PUBLIC WORKS	82	WORKS & ENGINEERING	2024	ESTIMATE	32436
2024	MINISTRY OF TOURISM, CULTURE & SPORT	71	MIN. OF TOURISM, CULTURE & SPORT HQ	2022	ACTUAL	990
2024	MINISTRY OF TOURISM, CULTURE & SPORT	71	MIN. OF TOURISM, CULTURE & SPORT HQ	2023	ORIGINAL	1168
2024	MINISTRY OF TOURISM, CULTURE & SPORT	71	MIN. OF TOURISM, CULTURE & SPORT HQ	2023	REVISED	1168
2024	MINISTRY OF TOURISM, CULTURE & SPORT	71	MIN. OF TOURISM, CULTURE & SPORT HQ	2024	ESTIMATE	19061
2024	MINISTRY OF TOURISM, CULTURE & SPORT	20	SPORT & RECREATION	2022	ACTUAL	9575
2024	MINISTRY OF TOURISM, CULTURE & SPORT	20	SPORT & RECREATION	2023	ORIGINAL	10659
2024	MINISTRY OF TOURISM, CULTURE & SPORT	20	SPORT & RECREATION	2023	REVISED	10659
2024	MINISTRY OF TOURISM, CULTURE & SPORT	20	SPORT & RECREATION	2024	ESTIMATE	8335
2024	MINISTRY OF TOURISM, CULTURE & SPORT	52	DEPARTMENT OF CULTURE	2022	ACTUAL	1613
2024	MINISTRY OF TOURISM, CULTURE & SPORT	52	DEPARTMENT OF CULTURE	2023	ORIGINAL	1891
2024	MINISTRY OF TOURISM, CULTURE & SPORT	52	DEPARTMENT OF CULTURE	2023	REVISED	1887
2024	MINISTRY OF TOURISM, CULTURE & SPORT	52	DEPARTMENT OF CULTURE	2024	ESTIMATE	2223
2024	MINISTRY OF NATIONAL SECURITY	83	MIN. OF NATIONAL SECURITY HQ	2022	ACTUAL	1770
2024	MINISTRY OF NATIONAL SECURITY	83	MIN. OF NATIONAL SECURITY HQ	2023	ORIGINAL	2683
2024	MINISTRY OF NATIONAL SECURITY	83	MIN. OF NATIONAL SECURITY HQ	2023	REVISED	2683
2024	MINISTRY OF NATIONAL SECURITY	83	MIN. OF NATIONAL SECURITY HQ	2024	ESTIMATE	3170
2024	MINISTRY OF NATIONAL SECURITY	06	DEFENCE	2022	ACTUAL	7837
2024	MINISTRY OF NATIONAL SECURITY	06	DEFENCE	2023	ORIGINAL	8558
2024	MINISTRY OF NATIONAL SECURITY	06	DEFENCE	2023	REVISED	8575
2024	MINISTRY OF NATIONAL SECURITY	06	DEFENCE	2024	ESTIMATE	8827
2024	MINISTRY OF NATIONAL SECURITY	07	POLICE	2022	ACTUAL	60080
2024	MINISTRY OF NATIONAL SECURITY	07	POLICE	2023	ORIGINAL	62625
2024	MINISTRY OF NATIONAL SECURITY	07	POLICE	2023	REVISED	62625
2024	MINISTRY OF NATIONAL SECURITY	07	POLICE	2024	ESTIMATE	64838
2024	MINISTRY OF NATIONAL SECURITY	12	CUSTOMS	2022	ACTUAL	17473
2024	MINISTRY OF NATIONAL SECURITY	12	CUSTOMS	2023	ORIGINAL	17696
2024	MINISTRY OF NATIONAL SECURITY	12	CUSTOMS	2023	REVISED	17696
2024	MINISTRY OF NATIONAL SECURITY	12	CUSTOMS	2024	ESTIMATE	18372
2024	MINISTRY OF NATIONAL SECURITY	25	DEPT. OF CORRECTIONS	2022	ACTUAL	25797
2024	MINISTRY OF NATIONAL SECURITY	25	DEPT. OF CORRECTIONS	2023	ORIGINAL	24892
2024	MINISTRY OF NATIONAL SECURITY	25	DEPT. OF CORRECTIONS	2023	REVISED	24892
2024	MINISTRY OF NATIONAL SECURITY	25	DEPT. OF CORRECTIONS	2024	ESTIMATE	25727
